Season,Player,Team,Pos,name,GSIS_ID
2016,Doug Martin,TB,RB,D.Martin,00-0029613
2016,DuJuan Harris,SF,RB,D.Harris,00-0028409
2016,Duke Johnson,CLE,RB,D.Johnson,00-0032257
2016,Dwayne Washington,DET,RB,D.Washington,00-0032450
2016,Eddie Lacy,GB,RB,E.Lacy,00-0030485
2016,Ezekiel Elliott,DAL,RB,E.Elliott,00-0033045
2016,Fitzgerald Toussaint,PIT,RB,F.Toussaint,00-0031332
2016,Fozzy Whittaker,CAR,RB,F.Whittaker,00-0029731
2016,Frank Gore,IND,RB,F.Gore,00-0023500
2016,George Atkinson,CLE,RB,G.Atkinson,00-0031158
2016,George Farmer,SEA,RB,G.Farmer,00-0031746
2016,Giovani Bernard,CIN,RB,G.Bernard,00-0030456
2016,Isaiah Crowell,CLE,RB,I.Crowell,00-0030656
2016,Isaiah Pead,MIA,RB,I.Pead,00-0029626
2016,J.D. McKissic,SEA,RB,J.McKissic,00-0032602
2016,Jacquizz Rodgers,TB,RB,J.Rodgers,00-0028083
2016,Jalen Richard,OAK,RB,J.Richard,00-0033025
2016,Jalston Fowler,TEN,FB,J.Fowler,00-0032130
2016,Jamaal Charles,KC,RB,J.Charles,00-0026213
2016,James Starks,GB,RB,J.Starks,00-0027791
2016,James White,NE,RB,J.White,00-0031062
2016,Jamize Olawale,OAK,FB,J.Olawale,00-0029492
2016,Javorius Allen,BAL,RB,J.Allen,00-0031577
2016,Jay Ajayi,MIA,RB,J.Ajayi,00-0031590
2016,Jay Prosch,HOU,FB,J.Prosch,00-0031085
2016,Jeremy Hill,CIN,RB,J.Hill,00-0031301
2016,Jeremy Langford,CHI,RB,J.Langford,00-0031569
2016,Jerick McKinnon,MIN,RB,J.McKinnon,00-0031376
2016,Jerome Felton,BUF,FB,J.Felton,00-0026286
2016,Joe Banyard,JAX,RB,J.Banyard,00-0029048
2016,Joe Kerridge,GB,RB,J.Kerridge,00-0032375
2016,John Kuhn,NO,FB,J.Kuhn,00-0022999
2016,Jonathan Grimes,HOU,RB,J.Grimes,00-0029510
2016,Jonathan Stewart,CAR,RB,J.Stewart,00-0026153
2016,Jonathan Williams,BUF,RB,J.Williams,00-0032975
2016,Jordan Howard,CHI,RB,J.Howard,00-0032780
2016,Jordan Todman,IND,RB,J.Todman,00-0028121
2016,Josh Ferguson,IND,RB,J.Ferguson,00-0032377
2016,Justin Forsett,DEN,RB,J.Forsett,00-0026373
2016,Juwan Thompson,DEN,RB,J.Thompson,00-0030705
2016,Ka'Deem Carey,CHI,RB,K.Carey,00-0031057
2016,Kapri Bibbs,DEN,RB,K.Bibbs,00-0031102
2016,Keith Smith,DAL,FB,K.Smith,00-0030968
2016,Kenjon Barner,PHI,RB,K.Barner,00-0030465
2016,Kenneth Dixon,BAL,RB,K.Dixon,00-0032411
2016,Kenneth Farrow,SD,RB,K.Farrow,00-0032902
2016,Kenyan Drake,MIA,RB,K.Drake,00-0033118
2016,Kerwynn Williams,ARI,RB,K.Williams,00-0030117
2016,Khiry Robinson,NYJ,RB,K.Robinson,00-0030348
2016,Knile Davis,KC,RB,K.Davis,00-0030280
2016,Kyle Juszczyk,BAL,FB,K.Juszczyk,00-0029892
2016,Lamar Miller,HOU,RB,L.Miller,00-0029615
2016,Lance Dunbar,DAL,RB,L.Dunbar,00-0029004
2016,Latavius Murray,OAK,RB,L.Murray,00-0030513
2016,Le'Veon Bell,PIT,RB,L.Bell,00-0030496
2016,LeGarrette Blount,NE,RB,L.Blount,00-0027325
2016,LeSean McCoy,BUF,RB,L.McCoy,00-0027029
2016,Lorenzo Taliaferro,BAL,RB,L.Taliaferro,00-0031066
2016,Mack Brown,WAS,RB,M.Brown,00-0032048
2016,Malcolm Brown,LA,RB,M.Brown,00-0031806
2016,Marcel Reece,SEA,FB,M.Reece,00-0026393
2016,Mark Ingram,NO,RB,M.Ingram,00-0027966
2016,Matt Asiata,MIN,RB,M.Asiata,00-0028198
2016,Matt Forte,NYJ,RB,M.Forte,00-0026184
2016,Matt Jones,WAS,RB,M.Jones,00-0031939
2016,Melvin Gordon,SD,RB,M.Gordon,00-0032144
2016,Mike Davis,SF,RB,M.Davis,00-0032063
2016,Mike Gillislee,BUF,RB,M.Gillislee,00-0030433
2016,Mike Tolbert,CAR,FB,M.Tolbert,00-0026069
2016,Orleans Darkwa,NYG,RB,O.Darkwa,00-0030860
2016,Paul Lasike,CHI,FB,P.Lasike,00-0031706
2016,Paul Perkins,NYG,RB,P.Perkins,00-0032417
2016,Peyton Barber,TB,RB,P.Barber,00-0032741
2016,Raheem Mostert,SF,RB,R.Mostert,00-0031687
2016,Rashad Jennings,NYG,RB,R.Jennings,00-0027155
2016,Reggie Bush,BUF,RB,R.Bush,00-0024217
2016,Rex Burkhead,CIN,RB,R.Burkhead,00-0030288
2016,Rob Kelley,WAS,RB,R.Kelley,00-0032371
2016,Robert Turbin,IND,RB,R.Turbin,00-0029273
2016,Ronnie Hillman,SD,RB,R.Hillman,00-0029683
2016,Ryan Mathews,PHI,RB,R.Mathews,00-0027864
2016,Shane Vereen,NYG,RB,S.Vereen,00-0027994
2016,Shaun Draughn,SF,RB,S.Draughn,00-0028202
2016,Spencer Ware,KC,RB,S.Ware,00-0030414
2016,Stepfan Taylor,ARI,RB,S.Taylor,00-0030282
2016,Stevan Ridley,ATL,RB,S.Ridley,00-0028011
2016,T.J. Yeldon,JAX,RB,T.Yeldon,00-0032209
2016,Taiwan Jones,OAK,RB,T.Jones,00-0028063
2016,Terrance West,BAL,RB,T.West,00-0031375
2016,Terrell Watson,PHI,RB,T.Watson,00-0031793
2016,Terrence Magee,SEA,RB,T.Magee,00-0031768
2016,Terron Ward,ATL,RB,T.Ward,00-0031682
2016,Tevin Coleman,ATL,RB,T.Coleman,00-0032058
2016,Theo Riddick,DET,RB,T.Riddick,00-0030107
2016,Thomas Rawls,SEA,RB,T.Rawls,00-0031897
2016,Tim Hightower,NO,RB,T.Hightower,00-0026289
2016,Todd Gurley,LA,RB,T.Gurley,00-0032241
2016,Travaris Cadet,NO,RB,T.Cadet,00-0029205
2016,Troymaine Pope,SEA,RB,T.Pope,00-0033164
2016,Ty Montgomery,GB,RB,T.Montgomery,00-0032200
2016,Tyler Ervin,HOU,RB,T.Ervin,00-0032404
2016,Wendell Smallwood,PHI,RB,W.Smallwood,00-0032782
2016,Will Tukuafu,SEA,FB,W.Tukuafu,00-0027905
2016,Zach Line,MIN,FB,Z.Line,00-0029931
2016,Zach Zenner,DET,FB,Z.Zenner,00-0031665
2016,A.J. Green,CIN,WR,A.Green,00-0027942
2016,Aaron Burbridge,SF,WR,A.Burbridge,00-0032441
2016,Adam Humphries,TB,WR,A.Humphries,00-0032009
2016,Adam Thielen,MIN,WR,A.Thielen,00-0030035
2016,Albert Wilson,KC,WR,A.Wilson,00-0030669
2016,Aldrick Robinson,ATL,WR,A.Robinson,00-0028116
2016,Alex Erickson,CIN,WR,A.Erickson,00-0032543
2016,Allen Hurns,JAX,WR,A.Hurns,00-0030821
2016,Allen Robinson,JAX,WR,A.Robinson,00-0031428
2016,Alshon Jeffery,CHI,WR,A.Jeffery,00-0029137
2016,Amari Cooper,OAK,WR,A.Cooper,00-0031544
2016,Andre Holmes,OAK,WR,A.Holmes,00-0028263
2016,Andre Johnson,TEN,WR,A.Johnson,00-0022044
2016,Andre Roberts,DET,WR,A.Roberts,00-0027691
2016,Andrew Hawkins,CLE,WR,A.Hawkins,00-0027918
2016,Anquan Boldin,DET,WR,A.Boldin,00-0022084
2016,Antonio Brown,PIT,WR,A.Brown,00-0027793
2016,Arrelious Benn,JAX,WR,A.Benn,00-0027654
2016,Bennie Fowler,DEN,WR,B.Fowler,00-0030670
2016,Bradley Marquez,LA,WR,B.Marquez,00-0031818
2016,Bralon Addison,CHI,WR,B.Addison,00-0032482
2016,Brandin Cooks,NO,WR,B.Cooks,00-0031236
2016,Brandon Coleman,NO,WR,B.Coleman,00-0030801
2016,Brandon LaFell,CIN,WR,B.LaFell,00-0027681
2016,Brandon Marshall,NYJ,WR,B.Marshall,00-0024334
2016,Brandon Tate,BUF,WR,B.Tate,00-0027057
2016,Braxton Miller,HOU,WR,B.Miller,00-0033069
2016,Brenton Bersin,CAR,WR,B.Bersin,00-0029394
2016,Breshad Perriman,BAL,WR,B.Perriman,00-0032054
2016,Brian Quick,LA,WR,B.Quick,00-0029640
2016,Brice Butler,DAL,WR,B.Butler,00-0030516
2016,Brittan Golden,ARI,WR,B.Golden,00-0029336
2016,Bryan Walters,JAX,WR,B.Walters,00-0027595
2016,Bryce Treggs,PHI,WR,B.Treggs,00-0032724
2016,Byron Marshall,PHI,WR,B.Marshall,00-0032964
2016,Cameron Meredith,CHI,WR,C.Meredith,00-0031912
2016,Cecil Shorts,TB,WR,C.Shorts,00-0028052
2016,Charles D. Johnson,MIN,WR,C.Johnson,00-0030113
2016,Charone Peake,NYJ,WR,C.Peake,00-0032959
2016,Chester Rogers,IND,WR,C.Rogers,00-0032355
2016,Chris Conley,KC,WR,C.Conley,00-0032128
2016,Chris Harper,SF,WR,C.Harper,00-0031854
2016,Chris Hogan,NE,WR,C.Hogan,00-0028237
2016,Chris Moore,BAL,WR,C.Moore,00-0032398
2016,Cobi Hamilton,PIT,WR,C.Hamilton,00-0030290
2016,Cody Core,CIN,WR,C.Core,00-0032795
2016,Cody Latimer,DEN,WR,C.Latimer,00-0031344
2016,Cole Beasley,DAL,WR,C.Beasley,00-0029000
2016,Cordarrelle Patterson,MIN,WR,C.Patterson,00-0030578
2016,Corey Brown,CAR,WR,C.Brown,00-0031118
2016,Corey Coleman,CLE,WR,C.Coleman,00-0032966
2016,Damiere Byrd,CAR,WR,D.Byrd,00-0031868
2016,Daniel Braverman,CHI,WR,D.Braverman,00-0032801
2016,Danny Amendola,NE,WR,D.Amendola,00-0026035
2016,Darrius Heyward-Bey,PIT,WR,D.Heyward-Bey,00-0026983
2016,Davante Adams,GB,WR,D.Adams,00-0031381
2016,De'Anthony Thomas,KC,WR,D.Thomas,00-0031060
2016,DeAndre Hopkins,HOU,WR,D.Hopkins,00-0030564
2016,DeAndre Smelter,SF,WR,D.Smelter,00-0032064
2016,DeMarcus Ayers,PIT,WR,D.Ayers,00-0032365
2016,Demaryius Thomas,DEN,WR,D.Thomas,00-0027874
2016,Deonte Thompson,CHI,WR,D.Thompson,00-0029388
2016,DeSean Jackson,WAS,WR,D.Jackson,00-0026189
2016,DeVante Parker,MIA,WR,D.Parker,00-0031547
2016,Devin Funchess,CAR,WR,D.Funchess,00-0032055
2016,Devin Smith,NYJ,WR,D.Smith,00-0031934
2016,Devin Street,IND,WR,D.Street,00-0031310
2016,Dexter McCluster,SD,WR,D.McCluster,00-0027651
2016,Dez Bryant,DAL,WR,D.Bryant,00-0027902
2016,Dezmin Lewis,BUF,WR,D.Lewis,00-0032070
2016,Donte Moncrief,IND,WR,D.Moncrief,00-0031339
2016,Dontrelle Inman,SD,WR,D.Inman,00-0028411
2016,Dorial Green-Beckham,PHI,WR,D.Green-Beckham,00-0032218
2016,Doug Baldwin,SEA,WR,D.Baldwin,00-0028434
2016,Dwayne Harris,NYG,WR,D.Harris,00-0028114
2016,Eddie Royal,CHI,WR,E.Royal,00-0026182
2016,Eli Rogers,PIT,WR,E.Rogers,00-0031782
2016,Emmanuel Sanders,DEN,WR,E.Sanders,00-0027685
2016,Eric Decker,NYJ,WR,E.Decker,00-0027690
2016,Freddie Martino,TB,WR,F.Martino,00-0030737
2016,Geremy Davis,SD,WR,G.Davis,00-0031953
2016,Geronimo Allison,GB,WR,G.Allison,00-0032626
2016,Golden Tate,DET,WR,G.Tate,00-0027891
2016,Greg Salas,BUF,WR,G.Salas,00-0028050
2016,Harry Douglas,TEN,WR,H.Douglas,00-0026224
2016,Isaac Fruechte,MIN,WR,I.Fruechte,00-0032012
2016,Isaiah Burse,SD,WR,I.Burse,00-0030671
2016,J.J. Nelson,ARI,WR,J.Nelson,00-0032112
2016,Jaelen Strong,HOU,WR,J.Strong,00-0031560
2016,Jakeem Grant,MIA,WR,J.Grant,00-0032791
2016,Jalin Marshall,NYJ,WR,J.Marshall,00-0032694
2016,James Wright,CIN,WR,J.Wright,00-0031291
2016,Jamison Crowder,WAS,WR,J.Crowder,00-0031941
2016,Jared Abbrederis,GB,WR,J.Abbrederis,00-0031021
2016,Jarius Wright,MIN,WR,J.Wright,00-0029572
2016,Jaron Brown,ARI,WR,J.Brown,00-0030300
2016,Jarvis Landry,MIA,WR,J.Landry,00-0031382
2016,Jeff Janis,GB,WR,J.Janis,00-0031001
2016,Jeremy Butler,SD,WR,J.Butler,00-0030691
2016,Jeremy Kerley,SF,WR,J.Kerley,00-0028091
2016,Jeremy Maclin,KC,WR,J.Maclin,00-0026995
2016,Jeremy Ross,ARI,WR,J.Ross,00-0028249
2016,Jermaine Kearse,SEA,WR,J.Kearse,00-0029159
2016,John Brown,ARI,WR,J.Brown,00-0031051
2016,Johnny Holton,OAK,WR,J.Holton,00-0032935
2016,Jordan Matthews,PHI,WR,J.Matthews,00-0031299
2016,Jordan Norwood,DEN,WR,J.Norwood,00-0026739
2016,Jordan Payton,CLE,WR,J.Payton,00-0032974
2016,Jordan Taylor,DEN,WR,J.Taylor,00-0031697
2016,Jordy Nelson,GB,WR,J.Nelson,00-0026176
2016,Josh Bellamy,CHI,WR,J.Bellamy,00-0029319
2016,Josh Doctson,WAS,WR,J.Doctson,00-0032760
2016,Josh Huff,TB,WR,J.Huff,00-0030990
2016,Julian Edelman,NE,WR,J.Edelman,00-0027150
2016,Julio Jones,ATL,WR,J.Jones,00-0027944
2016,Justin Hardy,ATL,WR,J.Hardy,00-0031570
2016,Justin Hunter,BUF,WR,J.Hunter,00-0030521
2016,Kalif Raymond,DEN,WR,K.Raymond,00-0032464
2016,Kamar Aiken,BAL,WR,K.Aiken,00-0028497
2016,Kasen Williams,SEA,WR,K.Williams,00-0032250
2016,Keenan Allen,SD,WR,K.Allen,00-0030279
2016,Keith Mumphery,HOU,WR,K.Mumphery,00-0031600
2016,Kelvin Benjamin,CAR,WR,K.Benjamin,00-0031359
2016,Kendall Wright,TEN,WR,K.Wright,00-0029708
2016,Kenny Britt,LA,WR,K.Britt,00-0027006
2016,Kenny Stills,MIA,WR,K.Stills,00-0030085
2016,Kevin White,CHI,WR,K.White,00-0031545
2016,Laquon Treadwell,MIN,WR,L.Treadwell,00-0032951
2016,Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921
2016,Leonte Carroo,MIA,WR,L.Carroo,00-0033060
2016,Lucky Whitehead,DAL,WR,L.Whitehead,00-0031757
2016,Malcolm Mitchell,NE,WR,M.Mitchell,00-0032400
2016,Markus Wheaton,PIT,WR,M.Wheaton,00-0030460
2016,Marqise Lee,JAX,WR,M.Lee,00-0031431
2016,Marquess Wilson,CHI,WR,M.Wilson,00-0030047
2016,Marquise Goodwin,BUF,WR,M.Goodwin,00-0030068
2016,Marvin Jones,DET,WR,M.Jones,00-0029293
2016,Matthew Slater,NE,WR,M.Slater,00-0026293
2016,Maurice Harris,WAS,WR,M.Harris,00-0032362
2016,Michael Campanaro,BAL,WR,M.Campanaro,00-0031025
2016,Michael Crabtree,OAK,WR,M.Crabtree,00-0026986
2016,Michael Floyd,NE,WR,M.Floyd,00-0029638
2016,Michael Thomas,NO,WR,M.Thomas,00-0032765
2016,Mike Evans,TB,WR,M.Evans,00-0031408
2016,Mike Thomas,LA,WR,M.Thomas,00-0033114
2016,Mike Wallace,BAL,WR,M.Wallace,00-0026901
2016,Mohamed Sanu,ATL,WR,M.Sanu,00-0029632
2016,Nelson Agholor,PHI,WR,N.Agholor,00-0031549
2016,Nick Williams,ATL,WR,N.Williams,00-0029848
2016,Odell Beckham,NYG,WR,O.Beckham,00-0031235
2016,Paul McRoberts,LA,WR,P.McRoberts,00-0032679
2016,Paul Richardson,SEA,WR,P.Richardson,00-0031257
2016,Paul Turner,PHI,WR,P.Turner,00-0032841
2016,Percy Harvin,BUF,WR,P.Harvin,00-0026998
2016,Pharoh Cooper,LA,WR,P.Cooper,00-0033111
2016,Phillip Dorsett,IND,WR,P.Dorsett,00-0032208
2016,Pierre Garcon,WAS,WR,P.Garcon,00-0026345
2016,Quan Bray,IND,WR,Q.Bray,00-0031514
2016,Quincy Enunwa,NYJ,WR,Q.Enunwa,00-0031023
2016,Quinton Patton,SF,WR,Q.Patton,00-0030450
2016,Randall Cobb,GB,WR,R.Cobb,00-0028002
2016,Rashad Greene,JAX,WR,R.Greene,00-0032170
2016,Rashard Higgins,CLE,WR,R.Higgins,00-0032977
2016,Ricardo Louis,CLE,WR,R.Louis,00-0033079
2016,Rishard Matthews,TEN,WR,R.Matthews,00-0029580
2016,Robby Anderson,NYJ,WR,R.Anderson,00-0032688
2016,Robert Woods,BUF,WR,R.Woods,00-0030431
2016,Rod Streater,SF,WR,R.Streater,00-0029129
2016,Roger Lewis,NYG,WR,R.Lewis,00-0032659
2016,Russell Shepard,TB,WR,R.Shepard,00-0030147
2016,Ryan Grant,WAS,WR,R.Grant,00-0031068
2016,Sammie Coates,PIT,WR,S.Coates,00-0032166
2016,Sammy Watkins,BUF,WR,S.Watkins,00-0031325
2016,Seth Roberts,OAK,WR,S.Roberts,00-0031166
2016,Shane Wynn,JAX,WR,S.Wynn,00-0031684
2016,Stefon Diggs,MIN,WR,S.Diggs,00-0031588
2016,Sterling Shepard,NYG,WR,S.Shepard,00-0032385
2016,Steve Smith,BAL,WR,S.Smith,00-0020337
2016,T.J. Jones,DET,WR,T.Jones,00-0031189
2016,T.Y. Hilton,IND,WR,T.Hilton,00-0029608
2016,Tajae Sharpe,TEN,WR,T.Sharpe,00-0032778
2016,Tanner McEvoy,SEA,WR,T.McEvoy,00-0032475
2016,Tavarres King,NYG,WR,T.King,00-0030091
2016,Tavon Austin,LA,WR,T.Austin,00-0030525
2016,Taylor Gabriel,ATL,WR,T.Gabriel,00-0031228
2016,Ted Ginn,CAR,WR,T.Ginn,00-0025396
2016,Terrance Williams,DAL,WR,T.Williams,00-0030542
2016,Terrelle Pryor,CLE,WR,T.Pryor,00-0028825
2016,Tommylee Lewis,NO,WR,T.Lewis,00-0032881
2016,Tony Washington,JAX,WR,T.Washington,00-0030856
2016,Torrey Smith,SF,WR,T.Smith,00-0027996
2016,Travis Benjamin,SD,WR,T.Benjamin,00-0029269
2016,Trevor Davis,GB,WR,T.Davis,00-0032423
2016,Tyler Boyd,CIN,WR,T.Boyd,00-0033009
2016,Tyler Lockett,SEA,WR,T.Lockett,00-0032211
2016,Tyreek Hill,KC,WR,T.Hill,00-0033040
2016,Tyrell Williams,SD,WR,T.Williams,00-0032160
2016,Victor Cruz,NYG,WR,V.Cruz,00-0027265
2016,Vincent Jackson,TB,WR,V.Jackson,00-0023496
2016,Walt Powell,BUF,WR,W.Powell,00-0031268
2016,Wendall Williams,HOU,WR,W.Williams,00-0032739
2016,Will Fuller,HOU,WR,W.Fuller,00-0033127
2016,Willie Snead,NO,WR,W.Snead,00-0030663
2016,A.J. Derby,DEN,TE,A.Derby,00-0031609
2016,Alex Ellis,JAX,TE,A.Ellis,00-0032864
2016,Anthony Fasano,TEN,TE,A.Fasano,00-0024268
2016,Antonio Gates,SD,TE,A.Gates,00-0021547
2016,Austin Hooper,ATL,TE,A.Hooper,00-0032392
2016,Austin Seferian-Jenkins,NYJ,TE,A.Seferian-Jenkins,00-0031418
2016,Ben Braunecker,CHI,TE,B.Braunecker,00-0032661
2016,Ben Koyack,JAX,TE,B.Koyack,00-0032139
2016,Blake Bell,SF,TE,B.Bell,00-0032062
2016,Braedon Bowman,NYJ,TE,B.Bowman,00-0032515
2016,Brandon Bostick,NYJ,TE,B.Bostick,00-0029601
2016,Brandon Myers,TB,TE,B.Myers,00-0027135
2016,Brandon Williams,SEA,TE,B.Williams,00-0029793
2016,Brent Celek,PHI,TE,B.Celek,00-0025549
2016,C.J. Fiedorowicz,HOU,TE,C.Fiedorowicz,00-0031302
2016,C.J. Uzomah,CIN,TE,C.Uzomah,00-0032134
2016,Cameron Brate,TB,TE,C.Brate,00-0031273
2016,Charles Clay,BUF,TE,C.Clay,00-0028112
2016,Chris Manhertz,CAR,TE,C.Manhertz,00-0031484
2016,Clay Harbor,DET,TE,C.Harbor,00-0027725
2016,Clive Walford,OAK,TE,C.Walford,00-0032256
2016,Coby Fleener,NO,TE,C.Fleener,00-0029697
